,lat,lon,Logement,Coût_chauffage,Surface_habitable_logement,Etiquette_DPE,Année_construction,Coût_total_5_usages
4155,45.748064,4.86145,ancien,713.6,74.7,D,1988.0,1151.6
4156,45.737312,4.86558,ancien,584.0,28.0,F,1949.0,848.0
4157,45.734716,4.852864,ancien,1098.0,61.0,E,1949.0,1424.0
4160,45.747788,4.861374,ancien,777.0,47.9,E,1949.0,1135.0
4161,45.737312,4.86558,ancien,291.9,27.3,E,1953.0,576.8
4163,45.741946,4.861054,ancien,94.8,74.9,B,2004.0,516.2
4164,45.746608,4.865188,ancien,227.0,36.0,D,2008.0,585.2
4166,45.734933,4.871451,ancien,415.7,68.0,C,2009.0,869.5
4167,45.739904,4.874992,ancien,775.8,75.4,D,1984.0,1185.1
4169,45.732627,4.882427,ancien,18.0,18.2,C,2016.0,178.0
4170,45.725961,4.874145,ancien,1685.0,104.0,E,1972.0,2217.0
4171,45.732241,4.873813,ancien,113.8,55.3,C,2012.0,483.9
4172,45.733599,4.851173,ancien,481.7,103.6,C,2020.0,832.4
4173,45.725961,4.874145,ancien,625.0,64.0,D,1972.0,1100.0
4174,45.725961,4.874145,ancien,827.0,87.0,D,1972.0,1314.0
4175,45.725076,4.874874,ancien,329.0,26.0,E,1975.0,646.0
4176,45.741261,4.862469,ancien,645.0,70.4,E,1969.0,1062.0
4177,45.725961,4.874145,ancien,1022.0,77.0,E,1972.0,1527.0
4178,45.725961,4.874145,ancien,730.0,64.0,E,1972.0,1207.0
4179,45.725961,4.874145,ancien,747.0,77.0,D,1972.0,1218.0
4180,45.729204,4.874406,ancien,500.0,66.0,D,1974.0,811.0
4200,45.740306,4.860875,ancien,532.2,49.4,D,2015.0,813.0
4203,45.738546,4.863871,ancien,319.3,59.0,C,2002.0,748.4
4207,45.741582,4.857708,ancien,174.4,61.2,D,2006.0,659.3
4208,45.741582,4.857708,ancien,269.0,43.6,C,2011.0,624.0
4218,45.732665,4.866371,ancien,1263.2,69.0,E,1933.0,1592.8
4219,45.738939,4.861149,ancien,1317.0,81.0,E,1958.0,1825.7
4225,45.738939,4.861149,ancien,829.2,51.0,E,1958.0,1267.2
4228,45.73887,4.879486,ancien,573.5,80.5,C,1995.0,1019.2
4229,45.73743,4.874951,ancien,309.0,46.7,C,1991.0,678.0
4230,45.728163,4.88012,ancien,664.2,97.0,C,2002.0,1127.6
4233,45.724848,4.884514,ancien,768.0,88.9,C,1966.0,1405.0
4237,45.737761,4.864843,ancien,260.9,29.1,D,1992.0,570.5
4238,45.744063,4.87454,ancien,328.3,37.6,D,2012.0,690.5
4239,45.739471,4.860268,ancien,184.2,64.0,C,1984.0,749.2
4242,45.739471,4.860268,ancien,198.2,65.0,C,1984.0,764.0
4248,45.739471,4.860268,ancien,379.9,81.0,C,1984.0,973.4
4250,45.740733,4.869742,ancien,607.5,36.9,E,1947.0,993.4
4256,45.732665,4.866371,ancien,1283.3,69.0,E,1933.0,1638.9
4257,45.725846,4.867531,ancien,736.3,49.0,E,1961.0,1060.1
4260,45.732731,4.867081,ancien,486.6,43.0,D,1934.0,1009.4
4265,45.727943,4.879015,ancien,371.3,59.0,C,2016.0,666.8
4266,45.738055,4.872321,ancien,161.5,17.5,D,1975.0,285.7
4268,45.737434,4.885718,ancien,848.7,68.0,C,1999.0,1356.5
4269,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4271,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4272,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4273,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4276,45.736102,4.88585,ancien,830.2,86.7,D,2016.0,1270.8
4277,45.737729,4.886047,ancien,612.9,89.0,C,1995.0,1128.6
4279,45.728274,4.879864,ancien,529.6,84.8,C,2002.0,946.6
4280,45.737955,4.863491,ancien,605.2,40.0,E,1965.0,1005.3
4281,45.737729,4.886047,ancien,435.6,47.0,C,1995.0,803.5
4283,45.738939,4.861149,ancien,1138.2,70.0,E,1958.0,1620.9
4285,45.738283,4.869461,ancien,463.4,62.0,C,2010.0,1053.7
4289,45.739471,4.860268,ancien,528.5,81.0,C,1984.0,1108.1
4290,45.740429,4.863733,ancien,230.0,48.0,C,1995.0,638.0
4292,45.739471,4.860268,ancien,284.2,64.0,C,1984.0,833.7
4297,45.739471,4.860268,ancien,192.5,68.0,B,1984.0,769.0
4298,45.739471,4.860268,ancien,198.2,65.0,C,1984.0,764.0
4304,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4306,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4307,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4310,45.737434,4.885718,ancien,780.7,89.0,C,1999.0,1356.1
4311,45.737729,4.886047,ancien,500.5,94.0,C,1995.0,1027.4
4315,45.74048,4.857114,ancien,332.0,46.9,D,2014.0,849.4
4316,45.737729,4.886047,ancien,292.0,74.0,C,1995.0,739.7
4319,45.737729,4.886047,ancien,374.9,62.0,C,1995.0,790.6
4324,45.738685,4.867804,ancien,370.7,72.0,C,1990.0,793.1
4327,45.737729,4.886047,ancien,472.4,73.0,C,1995.0,930.8
4333,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4335,45.732731,4.867081,ancien,955.3,43.0,F,1934.0,1407.9
4336,45.737729,4.886047,ancien,553.8,80.0,C,1995.0,1037.5
4344,45.744063,4.87454,ancien,56.6,20.0,C,2012.0,422.4
4349,45.737729,4.886047,ancien,612.8,74.0,C,1995.0,1080.3
4354,45.737729,4.886047,ancien,553.8,80.0,C,1995.0,1037.5
4355,45.737727,4.881413,ancien,437.6,31.9,E,1970.0,844.8
4356,45.737434,4.885718,ancien,534.7,72.0,C,1999.0,1066.4
4357,45.737729,4.886047,ancien,472.4,73.0,C,1995.0,930.8
4361,45.737729,4.886047,ancien,699.1,77.0,C,1995.0,1182.0
4364,45.738211,4.872628,ancien,783.1,67.4,E,1974.0,1301.8
4367,45.737729,4.886047,ancien,243.9,67.0,C,1995.0,662.9
4372,45.737729,4.886047,ancien,255.5,46.0,C,1995.0,600.2
4374,45.737729,4.886047,ancien,528.2,68.0,C,1995.0,972.1
4376,45.738939,4.861149,ancien,1317.0,81.0,E,1958.0,1825.7
4381,45.731422,4.887876,ancien,74.0,18.8,D,2015.0,443.0
4383,45.739471,4.860268,ancien,201.8,72.0,B,1984.0,789.6
4386,45.736183,4.852337,ancien,100.2,30.1,C,2010.0,474.8
4390,45.739471,4.860268,ancien,115.0,36.0,C,1984.0,578.6
4402,45.732409,4.867331,ancien,538.5,43.0,E,1934.0,991.2
4403,45.737434,4.885718,ancien,250.9,45.0,C,1999.0,695.4
4408,45.737729,4.886047,ancien,866.8,80.0,C,1995.0,1373.6
4411,45.737729,4.886047,ancien,255.5,46.0,C,1995.0,600.2
4415,45.737729,4.886047,ancien,522.7,96.0,C,1995.0,1056.7
4416,45.737729,4.886047,ancien,747.2,73.0,C,1995.0,1221.1
4419,45.731338,4.887842,ancien,185.2,18.9,C,2013.0,434.4
4424,45.744063,4.87454,ancien,61.4,20.7,C,2012.0,428.2
4426,45.739471,4.860268,ancien,380.2,72.0,C,1984.0,944.2
4433,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4434,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4442,45.740868,4.869705,ancien,625.0,38.9,E,1950.0,918.0
4447,45.739471,4.860268,ancien,388.3,100.0,B,1984.0,1042.7
4450,45.737729,4.886047,ancien,320.3,46.0,C,1995.0,671.7
4455,45.728055,4.879288,ancien,148.0,29.7,C,2018.0,368.0
4461,45.741794,4.864428,ancien,768.4,55.0,D,1988.0,1119.1
4462,45.733661,4.884499,ancien,361.4,25.0,F,1975.0,698.4
4466,45.739471,4.860268,ancien,60.9,28.0,C,1984.0,498.9
4467,45.740868,4.869705,ancien,379.0,36.5,D,1950.0,683.0
4468,45.739471,4.860268,ancien,236.4,78.0,B,1984.0,838.3
4469,45.73287,4.858891,ancien,439.9,83.7,C,2010.0,952.3
4471,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4474,45.736102,4.88585,ancien,83.1,43.8,C,2015.0,304.3
4475,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4487,45.739471,4.860268,ancien,236.4,78.0,B,1984.0,838.3
4489,45.736863,4.860233,ancien,790.6,48.0,E,1959.0,1185.0
4491,45.740789,4.86405,ancien,499.5,64.4,D,2010.0,970.8
4494,45.732894,4.866193,ancien,1366.4,52.0,E,1934.0,1723.7
4496,45.726341,4.866685,ancien,485.6,49.0,D,1959.0,810.0
4497,45.726209,4.86727,ancien,1086.1,54.0,E,1960.0,1399.1
4498,45.726341,4.866685,ancien,218.8,42.0,C,1960.0,541.0
4500,45.733136,4.865784,ancien,366.8,38.0,D,1934.0,645.1
4501,45.737718,4.862629,ancien,693.7,56.0,E,1962.0,1194.4
4503,45.737729,4.886047,ancien,318.9,47.0,C,1995.0,674.6
4504,45.737729,4.886047,ancien,793.1,77.0,C,1995.0,1283.7
4505,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4509,45.737729,4.886047,ancien,553.8,80.0,C,1995.0,1037.5
4511,45.738939,4.861149,ancien,1138.2,70.0,E,1958.0,1620.9
4513,45.732103,4.859879,ancien,890.0,120.9,C,1949.0,1352.0
4516,45.732116,4.866579,ancien,436.2,38.0,E,1934.0,923.9
4518,45.737729,4.886047,ancien,786.5,68.0,C,1995.0,1247.6
4519,45.723735,4.885696,ancien,1621.0,74.3,F,1961.0,2016.5
4520,45.737718,4.862629,ancien,706.6,56.0,E,1962.0,1183.7
4523,45.740134,4.879528,ancien,233.0,27.4,D,1957.0,601.0
4527,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4528,45.738055,4.872321,ancien,577.5,84.0,D,1971.0,957.9
4529,45.737434,4.885718,ancien,780.7,89.0,C,1999.0,1356.1
4532,45.737434,4.885718,ancien,404.1,45.0,C,1999.0,843.5
4535,45.737434,4.885718,ancien,437.8,68.0,C,1999.0,957.6
4552,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4553,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4556,45.740198,4.883903,ancien,1050.1,67.9,E,1962.0,1517.8
4561,45.739471,4.860268,ancien,271.7,65.0,C,1984.0,826.3
4567,45.739471,4.860268,ancien,60.9,28.0,C,1984.0,498.9
4576,45.740733,4.869742,ancien,1385.1,60.4,F,1947.0,1819.1
4583,45.72849,4.879485,ancien,1625.0,67.7,E,1960.0,1978.1
4585,45.739471,4.860268,ancien,299.0,72.0,C,1984.0,872.6
4586,45.728294,4.878799,ancien,627.5,48.2,E,1950.0,970.5
4587,45.738934,4.867364,ancien,833.8,36.0,F,1935.0,1128.2
4591,45.742809,4.86495,ancien,1096.4,52.7,F,1957.0,1376.7
4595,45.737471,4.874716,ancien,1206.9,56.1,E,1930.0,1640.2
4596,45.739471,4.860268,ancien,218.5,72.0,B,1984.0,803.7
4598,45.738231,4.869759,ancien,409.8,61.0,D,2010.0,854.8
4610,45.739471,4.860268,ancien,516.4,100.0,C,1984.0,1159.0
4612,45.737761,4.864843,ancien,309.5,30.2,D,1993.0,617.1
4626,45.740866,4.868918,ancien,1155.2,52.5,F,1957.0,1467.4
4631,45.739471,4.860268,ancien,158.9,50.0,C,1984.0,683.3
4633,45.738372,4.869584,ancien,346.9,49.9,C,1993.0,933.9
4640,45.739471,4.860268,ancien,267.6,68.0,C,1984.0,832.5
4641,45.739471,4.860268,ancien,262.0,61.0,C,1984.0,804.9
4644,45.739112,4.861387,ancien,1210.0,63.8,E,1948.0,1523.0
4647,45.739471,4.860268,ancien,180.3,60.0,C,1984.0,733.1
4648,45.738796,4.862363,ancien,126.3,18.3,C,2010.0,387.3
4660,45.734314,4.858183,ancien,461.8,43.9,D,2009.0,839.5
4661,45.739471,4.860268,ancien,267.8,68.0,C,1984.0,832.6
4676,45.739471,4.860268,ancien,191.6,61.0,C,1984.0,745.6
4683,45.739471,4.860268,ancien,79.3,36.0,C,1984.0,551.9
4688,45.739112,4.861387,ancien,312.0,29.8,D,1948.0,621.0
4689,45.739471,4.860268,ancien,106.8,28.0,C,1984.0,532.1
4691,45.738796,4.862363,ancien,126.8,16.9,C,2010.0,383.3
4708,45.740733,4.869742,ancien,1385.1,60.4,F,1947.0,1819.1
4713,45.739471,4.860268,ancien,270.9,81.0,B,1984.0,877.5
4715,45.739471,4.860268,ancien,254.7,64.0,C,1984.0,808.4
4728,45.737564,4.876619,ancien,586.3,31.8,E,1946.0,808.2
4730,45.739471,4.860268,ancien,109.9,50.0,C,1984.0,644.6
4731,45.739471,4.860268,ancien,401.3,81.0,C,1984.0,992.4
4734,45.738796,4.862363,ancien,362.0,17.0,F,2008.0,631.4
4739,45.739471,4.860268,ancien,109.9,50.0,C,1984.0,644.6
4743,45.739471,4.860268,ancien,335.6,81.0,C,1984.0,934.1
4744,45.737416,4.865905,ancien,607.0,46.0,E,1938.0,897.0
4748,45.739471,4.860268,ancien,118.9,36.0,C,1984.0,581.5
4750,45.739471,4.860268,ancien,241.5,87.0,B,1984.0,871.7
4758,45.739471,4.860268,ancien,185.6,65.0,C,1984.0,753.6
4761,45.731422,4.887876,ancien,67.5,18.9,C,2014.0,327.6
4769,45.739471,4.860268,ancien,60.9,28.0,C,1984.0,498.9
4776,45.738372,4.869584,ancien,270.8,49.9,C,1993.0,743.1
4779,45.740789,4.86405,ancien,306.5,65.0,C,2010.0,823.8
4780,45.739471,4.860268,ancien,331.4,74.0,C,1984.0,907.5
4781,45.739849,4.863624,ancien,361.6,66.1,C,1990.0,799.4
4785,45.740733,4.869742,ancien,483.8,36.9,E,1947.0,791.0
4796,45.734042,4.858141,ancien,737.6,31.3,G,1947.0,1039.1
4805,45.739471,4.860268,ancien,185.6,65.0,C,1984.0,753.6
4815,45.739471,4.860268,ancien,60.9,28.0,C,1984.0,498.9
4817,45.739471,4.860268,ancien,320.2,74.0,C,1984.0,897.7
4819,45.737939,4.873544,ancien,676.3,85.8,D,1974.0,1308.0
4821,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4822,45.737729,4.886047,ancien,303.2,46.0,C,1995.0,652.8
4823,45.732116,4.866579,ancien,436.1,38.0,E,1934.0,923.8
4826,45.74048,4.857114,ancien,314.1,75.2,C,2010.0,591.7
4827,45.732116,4.866579,ancien,408.3,38.0,E,1934.0,830.5
4832,45.737727,4.881413,ancien,211.7,32.8,D,1967.0,599.4
4835,45.737729,4.886047,ancien,478.2,74.0,C,1995.0,939.9
4838,45.732731,4.867081,ancien,476.0,43.0,E,1934.0,928.7
4840,45.738939,4.861149,ancien,1056.9,65.0,E,1958.0,1527.8
4841,45.73518,4.884792,ancien,811.3,97.3,D,1970.0,1080.6
4843,45.737729,4.886047,ancien,898.9,89.0,C,1995.0,1437.4
4845,45.737457,4.862833,ancien,683.0,65.0,D,1962.0,1181.0
4847,45.737434,4.885718,ancien,503.1,68.0,C,1999.0,1022.2
4849,45.736669,4.868239,ancien,868.4,63.3,D,1964.0,1443.2
4850,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4852,45.738223,4.885906,ancien,972.9,69.8,D,1998.0,1475.2
4853,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4855,45.737729,4.886047,ancien,296.2,33.0,C,1995.0,586.6
4857,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4858,45.737729,4.886047,ancien,792.6,86.0,C,1995.0,1311.9
4860,45.737434,4.885718,ancien,207.4,38.0,C,1999.0,612.9
4861,45.737434,4.885718,ancien,207.4,38.0,C,1999.0,612.9
4862,45.737434,4.885718,ancien,250.9,45.0,C,1999.0,695.4
4863,45.737729,4.886047,ancien,279.8,62.0,C,1995.0,685.7
4865,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4867,45.737434,4.885718,ancien,207.4,38.0,C,1999.0,612.9
4868,45.738939,4.861149,ancien,829.2,51.0,E,1958.0,1267.2
4869,45.737729,4.886047,ancien,533.4,47.0,C,1995.0,906.3
4871,45.737729,4.886047,ancien,699.1,77.0,C,1995.0,1182.0
4873,45.737434,4.885718,ancien,207.4,38.0,C,1999.0,612.9
4875,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4879,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4882,45.737729,4.886047,ancien,279.8,62.0,C,1995.0,685.7
4883,45.735632,4.87966,ancien,714.3,72.8,D,1956.0,1313.4
4887,45.727943,4.879015,ancien,163.9,42.5,C,2016.0,417.4
4888,45.737729,4.886047,ancien,550.1,62.0,C,1995.0,975.5
4891,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4892,45.737434,4.885718,ancien,949.6,72.0,C,1999.0,1467.9
4894,45.737729,4.886047,ancien,442.6,56.0,C,1995.0,845.0
4895,45.733313,4.865645,ancien,772.7,38.0,D,1934.0,1109.7
4896,45.737729,4.886047,ancien,528.2,68.0,C,1995.0,972.1
4897,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4898,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4901,45.737434,4.885718,ancien,339.2,38.0,C,1999.0,748.4
4902,45.738939,4.861149,ancien,1138.2,70.0,E,1958.0,1620.9
4903,45.737729,4.886047,ancien,612.9,89.0,C,1995.0,1128.6
4904,45.741752,4.882233,ancien,876.6,73.3,E,1955.0,1328.3
4905,45.738211,4.872628,ancien,521.6,68.0,D,1970.0,933.8
4906,45.737729,4.886047,ancien,318.9,47.0,C,1995.0,674.6
4909,45.737434,4.885718,ancien,534.7,72.0,C,1999.0,1066.4
4911,45.738991,4.868322,ancien,485.5,83.0,C,1990.0,925.9
4913,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4914,45.733494,4.885481,ancien,298.3,75.1,D,1996.0,855.2
4915,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4916,45.737434,4.885718,ancien,250.9,45.0,C,1999.0,695.4
4918,45.723457,4.877464,ancien,568.6,66.2,D,1974.0,931.6
4925,45.738939,4.861149,ancien,829.2,51.0,E,1958.0,1267.2
4927,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4928,45.737729,4.886047,ancien,950.3,86.0,C,1995.0,1484.3
4933,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4934,45.737434,4.885718,ancien,556.1,45.0,C,1999.0,993.0
4937,45.737434,4.885718,ancien,250.9,45.0,C,1999.0,695.4
4943,45.73785,4.862527,ancien,711.8,56.0,E,1962.0,1188.9
4944,45.740134,4.879528,ancien,982.0,49.8,F,1955.0,1384.0
4946,45.738939,4.861149,ancien,1544.7,95.0,E,1958.0,2086.4
4947,45.737434,4.885718,ancien,465.5,72.0,C,1999.0,997.8
4948,45.74048,4.857114,ancien,238.9,64.4,C,2014.0,519.9
4959,45.737434,4.885718,ancien,437.8,68.0,C,1999.0,957.6
4960,45.737729,4.886047,ancien,276.0,40.0,C,1995.0,595.8
4961,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4965,45.738024,4.861844,ancien,966.2,65.0,E,1958.0,1439.4
4967,45.738939,4.861149,ancien,1138.2,70.0,E,1958.0,1620.9
4977,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
4978,45.738939,4.861149,ancien,829.2,51.0,E,1958.0,1267.2
4982,45.738939,4.861149,ancien,1317.0,81.0,E,1958.0,1825.7
4986,45.736102,4.88585,ancien,25.8,31.2,C,2016.0,312.8
4987,45.737434,4.885718,ancien,1029.4,89.0,C,1999.0,1599.7
4989,45.737729,4.886047,ancien,446.4,74.0,C,1995.0,907.6
4994,45.737434,4.885718,ancien,1266.7,89.0,D,1999.0,1837.6
4999,45.738055,4.872321,ancien,142.6,17.5,D,1975.0,268.4
5004,45.737434,4.885718,ancien,780.7,89.0,C,1999.0,1356.1
5005,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
5007,45.737729,4.886047,ancien,628.2,86.0,C,1995.0,1135.2
5008,45.737434,4.885718,ancien,301.7,33.0,C,1999.0,683.5
5011,45.728203,4.879179,ancien,1136.0,58.5,E,1960.0,1367.0
5016,45.73813,4.885709,ancien,806.9,89.8,C,1999.0,1263.3
5018,45.740134,4.879528,ancien,1325.0,78.9,E,1955.0,1839.3
5019,45.738939,4.861149,ancien,1317.0,81.0,E,1958.0,1825.7
5026,45.737434,4.885718,ancien,534.7,72.0,C,1999.0,1066.4
5027,45.74048,4.857114,ancien,108.3,29.0,C,2013.0,252.1
5035,45.742809,4.86495,ancien,743.0,51.7,D,1965.0,1139.0
5040,45.727377,4.886693,ancien,18.0,19.2,C,2024.0,251.0
5045,45.737434,4.885718,ancien,780.7,89.0,C,1999.0,1356.1
5047,45.737729,4.886047,ancien,333.4,96.0,C,1995.0,859.8
5053,45.739761,4.881804,ancien,241.0,32.8,D,1997.0,596.0
5062,45.737955,4.863491,ancien,1092.8,40.0,G,1965.0,1498.0
5063,45.74048,4.857114,ancien,117.4,35.4,C,2014.0,327.5
5067,45.73779,4.864002,ancien,809.5,56.0,E,1965.0,1286.6
5072,45.737434,4.885718,ancien,437.8,68.0,C,1999.0,957.6
5075,45.725365,4.88483,ancien,1463.2,55.8,E,1955.0,1727.1
5082,45.737729,4.886047,ancien,389.2,67.0,C,1995.0,823.3
5092,45.737729,4.886047,ancien,547.5,86.0,C,1995.0,1050.3
5095,45.738939,4.861149,ancien,1138.2,70.0,E,1958.0,1620.9
5096,45.737434,4.885718,ancien,506.0,41.0,C,1999.0,925.0
5097,45.738024,4.861844,ancien,832.4,56.0,E,1958.0,1284.9
5100,45.737718,4.862629,ancien,801.0,56.0,E,1962.0,1393.4
5105,45.739761,4.881804,ancien,156.4,35.8,E,1963.0,839.9
5106,45.737434,4.885718,ancien,661.9,68.0,C,1999.0,1177.7
5109,45.737729,4.886047,ancien,528.2,68.0,C,1995.0,972.1
5111,45.74048,4.857114,ancien,475.4,65.0,C,2014.0,710.4
5113,45.740843,4.880255,ancien,1061.0,66.2,E,1956.0,1502.0
5116,45.737955,4.863491,ancien,991.8,65.0,E,1965.0,1489.8
5117,45.74048,4.857114,ancien,90.9,29.3,C,2014.0,290.8
5124,45.737288,4.866304,ancien,859.6,93.9,D,1959.0,1326.8
5130,45.728203,4.879179,ancien,492.0,67.0,C,1950.0,845.9
5131,45.737729,4.886047,ancien,578.2,79.0,C,1995.0,1059.9
5133,45.733136,4.865784,ancien,513.4,38.0,D,1934.0,796.2
5134,45.738055,4.872321,ancien,1366.1,85.5,E,1970.0,1977.1
5139,45.737729,4.886047,ancien,159.8,34.0,C,1995.0,440.5
5140,45.737729,4.886047,ancien,628.2,86.0,C,1995.0,1135.2
5141,45.738939,4.861149,ancien,1317.0,81.0,E,1958.0,1825.7
5145,45.747543,4.862343,ancien,465.7,33.2,D,1975.0,743.8
5150,45.744264,4.869926,ancien,900.7,68.0,D,1960.0,1241.0
5152,45.7442,4.869543,ancien,687.7,45.0,E,1940.0,1091.4
5156,45.74335,4.874923,ancien,481.3,109.3,C,2009.0,1161.2
5160,45.743723,4.871641,ancien,493.6,70.8,C,1993.0,923.1
5161,45.745088,4.8666,ancien,682.0,59.2,D,1987.0,1099.0
5162,45.743723,4.871641,ancien,355.5,50.0,D,1992.0,748.5
5164,45.742708,4.871474,ancien,483.0,38.8,E,1998.0,802.0
5166,45.742018,4.872327,ancien,158.5,32.1,C,2005.0,496.3
5167,45.743625,4.872115,ancien,260.9,31.6,D,1993.0,602.6
5170,45.742708,4.871474,ancien,560.3,69.6,C,1997.0,955.4
5171,45.740967,4.860049,ancien,77.8,29.7,C,2010.0,437.0
5174,45.745454,4.865512,ancien,1160.0,69.3,E,1956.0,1727.0
5177,45.745573,4.864347,ancien,66.0,24.5,C,2013.0,206.0
5178,45.72501,4.870209,ancien,566.0,68.0,C,1957.0,1022.0
5180,45.724929,4.871593,ancien,382.6,66.9,D,1973.0,699.6
5181,45.741299,4.860468,ancien,236.0,88.6,B,2016.0,586.2
5183,45.746271,4.86263,ancien,175.0,22.3,D,1965.0,377.5
5186,45.735947,4.862839,ancien,675.0,44.0,E,1958.0,1102.0
5187,45.73261,4.865443,ancien,950.0,47.0,F,1931.0,1496.0
5190,45.740967,4.860049,ancien,77.8,29.7,C,2010.0,437.0
5193,45.743895,4.870808,ancien,583.3,86.0,C,1995.0,1255.8
5194,45.732165,4.865061,ancien,1172.0,64.0,E,1934.0,1594.0
5201,45.74542,4.864884,ancien,125.0,18.0,D,1949.0,371.0
5205,45.741299,4.860468,ancien,130.2,63.0,C,2017.0,517.9
5206,45.743854,4.87171,ancien,909.5,115.3,C,1900.0,1240.0
5207,45.74366,4.871,ancien,568.4,53.5,D,1995.0,956.2
5208,45.724929,4.871593,ancien,296.0,47.9,D,1960.0,763.0
5210,45.743211,4.874776,ancien,385.5,54.6,D,1973.0,810.7
5211,45.738166,4.861499,ancien,361.6,42.0,E,1960.0,814.1
5212,45.736737,4.863017,ancien,482.0,41.0,E,1958.0,917.0
5213,45.748157,4.862417,ancien,262.0,33.5,D,2001.0,602.9
5235,45.733043,4.881985,ancien,57.0,31.3,C,2016.0,281.0
5236,45.731305,4.88619,ancien,183.0,68.5,B,2018.0,447.0
5239,45.733808,4.882082,ancien,902.1,92.5,D,1970.0,1415.0
5243,45.731305,4.88619,ancien,426.0,83.5,C,2018.0,817.0
5246,45.733808,4.882082,ancien,813.5,75.3,D,1970.0,1337.7
5252,45.733808,4.882082,ancien,2291.9,75.5,G,1962.0,3034.0
5253,45.733043,4.881985,ancien,54.0,45.3,C,2016.0,420.0
5261,45.740708,4.857836,ancien,270.3,66.4,C,2013.0,503.3
5262,45.741618,4.871347,ancien,706.9,82.4,C,1997.0,1268.3
5263,45.734729,4.865668,ancien,167.2,59.5,C,2013.0,553.1
5264,45.731362,4.854556,ancien,2037.2,55.2,G,1974.0,2867.5
5265,45.740656,4.859089,ancien,191.0,56.4,C,1997.0,531.0
5267,45.740656,4.859089,ancien,234.0,70.8,C,1997.0,627.0
5268,45.730588,4.855205,ancien,264.4,15.0,E,1958.0,515.3
5269,45.746222,4.86455,ancien,1121.2,113.6,C,1988.0,1864.9
5271,45.730588,4.855205,ancien,393.7,14.0,G,1958.0,626.1
5272,45.730588,4.855205,ancien,431.8,18.0,F,1958.0,681.0
5277,45.730588,4.855205,ancien,826.2,15.0,G,1958.0,1044.3
5278,45.730588,4.855205,ancien,520.4,17.0,G,1958.0,759.0
5280,45.735741,4.851954,ancien,1050.0,81.4,E,1992.0,1542.0
5281,45.740656,4.859089,ancien,552.0,93.4,C,1997.0,1027.0
5282,45.740656,4.859089,ancien,309.0,69.9,C,1997.0,698.0
5284,45.740434,4.858643,ancien,215.6,45.9,C,2009.0,518.1
5285,45.740656,4.859089,ancien,315.0,82.7,C,1997.0,748.0
5287,45.740656,4.859089,ancien,187.0,56.3,C,1997.0,526.0
5290,45.739959,4.860735,ancien,373.5,49.0,C,1984.0,844.8
5294,45.735686,4.851609,ancien,513.0,50.0,D,1992.0,893.0
5295,45.722046,4.881586,ancien,638.0,44.6,E,2005.0,992.3
5297,45.730588,4.855205,ancien,247.2,15.0,E,1958.0,500.0
5298,45.738202,4.876469,ancien,211.4,32.0,D,1995.0,578.1
5299,45.730588,4.855205,ancien,278.7,15.0,E,1958.0,527.7
5300,45.739959,4.860735,ancien,196.0,61.0,C,1984.0,732.3
5302,45.727461,4.853697,ancien,176.4,34.7,C,2012.0,557.4
5303,45.730588,4.855205,ancien,1032.3,32.0,G,1958.0,1329.1
